title,year,rating,votes,popularity,genres,language,description,adult,movie_id
Scooby-Doo! and KISS: Rock and Roll Mystery,2015,8.0,333,0.9107,"Family, Animation, Comedy, Mystery",en,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at KISS World – the all-things-KISS theme park, as they investigate a series of strange hauntings. With help from KISS, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and KISS's power of rock save the day?!",False,347688
Ayla: The Daughter of War,2017,8.0,380,4.93,"Drama, War, History",tr,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.",False,472454
For a Few Dollars More,1965,8.0,4264,4.8038,Western,it,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",False,938
Bo Burnham: Make Happy,2016,8.0,415,1.4943,"Comedy, Music",en,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",False,400608
Requiem for a Dream,2000,8.0,10601,3.1104,"Crime, Drama",en,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,False,641
Harry Potter and the Prisoner of Azkaban,2004,8.0,22582,18.686,"Adventure, Fantasy",en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",False,673
The Wages of Fear,1953,8.0,1026,3.0742,"Drama, Thriller, Adventure",fr,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",False,204
Kill Bill: The Whole Bloody Affair,2011,8.0,1096,9.9184,"Action, Crime",en,"Quentin Tarantino’s complete cut combining Kill Bill: Vol. 1 and Vol. 2 follows The Bride, a former assassin who awakens from a four-year coma after being shot by her mentor and lover, Bill. She embarks on a vengeful quest to eliminate Bill and the Deadly Viper Assassination Squad who betrayed her.",False,414419
Flipped,2010,8.01,3218,4.9384,"Romance, Drama",en,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",False,43949
Hachi: A Dog's Tale,2009,8.01,6979,15.4549,"Drama, Family",en,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,False,28178
Bo Burnham: Inside,2021,8.0,565,1.9096,"Comedy, Drama",en,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",False,823754
Ford v Ferrari,2019,8.007,8613,7.2642,"Drama, Action, History",en,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",False,359724
"Toto, Peppino, and the Hussy",1956,8.0,363,2.5531,"Comedy, Romance",it,"Antonio, Peppino and Lucia are three brothers who live in the country near Naples. Lucia's son, Gianni, goes to Naples to study medicine, but there he knows a ballet dancer. They fall in love and, when she goes to Milan, Gianni follows her. Informed of this and afraid that their nephew will stop studying, the three Caponi brothers leave for Milan to persuade Gianni to come back and continue studying and abandon the ""Malafemmina"" (bad girl).",False,55960
Dial M for Murder,1954,8.006,2752,1.7566,"Thriller, Crime",en,"When her American lover visits London, a wealthy woman’s jealous husband hatches a plan to murder her and inherit her fortune.",False,521
American Beauty,1999,8.004,12660,6.3865,Drama,en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",False,14
Late Spring,1949,8.0,448,2.4831,Drama,ja,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",False,20530
Gifted,2017,8.0,5797,4.8787,"Drama, Comedy",en,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",False,400928
Song of the Sea,2014,8.0,1519,4.0264,"Family, Animation, Fantasy",en,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",False,110416
Ugetsu,1953,8.0,622,3.1589,"Fantasy, Drama, Mystery",ja,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",False,14696
Robot Dreams,2023,7.998,728,7.5684,"Animation, Drama, Comedy, Science Fiction",es,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected malfunction forces him to abandon Robot at the beach. Will Dog ever meet Robot again?,False,838240
Room,2015,7.998,9489,3.1977,"Drama, Thriller",en,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",False,264644
Rocco and His Brothers,1960,8.0,635,4.1728,"Drama, Romance",it,"When a impoverished widow’s family moves to the big city, two of her five sons become romantic rivals with deadly results.",False,8422
Lawrence of Arabia,1962,7.997,3268,7.1562,"Adventure, History, War",en,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",False,947
Black Beauty,2020,8.0,348,6.9409,Drama,en,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",False,526702
Citizen Kane,1941,8.0,5824,6.437,"Mystery, Drama",en,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",False,15
Jojo Rabbit,2019,7.995,10066,4.0248,"Comedy, War, Drama",en,"Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity.",False,515001
Paperman,2012,8.0,1758,5.1094,"Animation, Family, Romance",en,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,False,140420
3 Idiots,2009,8.0,2576,5.9628,"Drama, Comedy",hi,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",False,20453
